idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
114228,600.0,8.0,Yes,Socialdemokratiet - The Social democrats,2007,50,Female,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4.0,37.0,37,30000.0,34000.0,79.0
114432,600.0,7.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1987,65,Male,1969,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",4.0,37.0,37,28000.0,,83.0
114447,90.0,7.0,Not eligible to vote,,2012,,Male,1991,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16.0,37.0,37,14000.0,,101.0
114486,270.0,7.0,Yes,Socialdemokratiet - The Social democrats,2010,30,Female,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,24000.0,26000.0,45.0
114528,,9.0,Yes,Alternativet - The Alternative,2013,27,Female,1992,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,37.0,40,35000.0,,68.0
114533,240.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1981,,Male,1961,"Forskeruddannelse. Ph.d., doktor",22.0,37.0,47,65000.0,,63.0
114651,,5.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1966,65,Male,1946,Folkeskole 6.-8. klasse,12.0,37.0,60,,,68.0
114660,180.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2004,62,Male,1982,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",24.0,37.0,43,8.0,,50.0
114753,10.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1974,60,Female,1955,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17.0,37.0,37,,,52.0
114759,180.0,5.0,Yes,,2017,40,Male,1997,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,37.0,37,24000.0,,48.0
114770,165.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2009,60,Male,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,31200.0,,50.0
114772,180.0,10.0,Yes,Alternativet - The Alternative,1988,50,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,37.0,37,34000.0,,58.0
114774,15.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1967,65,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,30.0,30,,,42.0
114800,600.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1979,70,Female,1962,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14.0,37.0,40,7.0,0.0,58.0
114892,244.0,8.0,Yes,Alternativet - The Alternative,1970,60,Male,1953,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,,,40.0
114986,0.0,7.0,Yes,Socialdemokratiet - The Social democrats,1954,65,Male,1936,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2.0,37.0,37,,,55.0
115018,,8.0,Yes,Dansk Folkeparti - Danish People's Party,1960,55,Female,1941,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13.0,20.0,20,,,79.0
115063,45.0,9.0,Yes,Socialdemokratiet - The Social democrats,2000,59,Female,1979,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,30.0,30,30000.0,40000.0,73.0
115137,600.0,4.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2005,Never too young,Male,1988,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,37.0,40,,,38.0
115150,,7.0,Yes,Socialdemokratiet - The Social democrats,1991,Never too young,Female,1972,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,28.0,29,23000.0,,53.0
115170,420.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1986,60,Male,1964,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,40.0,45,37000.0,,54.0
115208,60.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1985,60,Male,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,45,36000.0,,57.0
115223,,4.0,Yes,Socialdemokratiet - The Social democrats,1941,,Female,1937,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",35.0,,45,,,146.0
115270,540.0,7.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1984,50,Female,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,37.0,40,37500.0,40000.0,58.0
115468,450.0,5.0,Yes,,1998,60,Male,1979,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12.0,,45,28000.0,,58.0
115488,,8.0,Yes,Socialdemokratiet - The Social democrats,1957,65,Male,1940,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,37,,,37.0
115496,240.0,3.0,Yes,Dansk Folkeparti - Danish People's Party,1967,60,Female,1951,Folkeskole 6.-8. klasse,8.0,37.0,37,,,72.0
115503,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1969,,Female,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,9.0,15,,,41.0
115579,50.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2004,62,Female,1989,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,39,35000.0,,69.0
115649,120.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1965,64,Female,1945,Folkeskole 6.-8. klasse,8.0,30.0,30,,,47.0
115758,180.0,8.0,Yes,Socialdemokratiet - The Social democrats,1990,65,Male,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,39,40000.0,38000.0,58.0
115762,240.0,7.0,Yes,Socialdemokratiet - The Social democrats,2002,Never too young,Male,1982,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,37.0,37,30000.0,,53.0
115799,60.0,7.0,Yes,Alternativet - The Alternative,1988,Never too young,Male,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,37.0,37,32500.0,35000.0,53.0
115834,210.0,8.0,Yes,Liberal Alliance - Liberal Alliance,2013,60,Male,1992,Universitetsbachelor. 1. del af kandidatuddannelse,19.0,15.0,15,,,48.0
115848,122.0,10.0,Yes,Other,2007,,Female,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,15.0,20,,,59.0
115857,300.0,7.0,Yes,Socialdemokratiet - The Social democrats,1974,50,Male,1953,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,40.0,40,,,49.0
115909,,8.0,Yes,Dansk Folkeparti - Danish People's Party,1959,45,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,37.0,37,,,51.0
116153,30.0,9.0,Yes,Socialdemokratiet - The Social democrats,1976,65,Male,1947,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,37.0,37,,,60.0
116249,540.0,10.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2004,59,Female,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,58000.0,,38.0
116260,,9.0,Yes,Socialdemokratiet - The Social democrats,1978,Never too young,Female,1959,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3.0,35.0,50,30000.0,35000.0,63.0
116341,540.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2010,50,Male,1988,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,36,40000.0,35000.0,58.0
116473,60.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1945,60,Male,1929,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",12.0,37.0,37,,,68.0
116499,122.0,8.0,Yes,Socialdemokratiet - The Social democrats,1970,40,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,35.0,30,,,66.0
116513,330.0,8.0,Yes,Socialdemokratiet - The Social democrats,2008,39,Male,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10.0,42.0,55,23000.0,28000.0,44.0
116526,10.0,8.0,Not eligible to vote,,1977,40,Female,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",5.0,24.0,24,,,73.0
116724,60.0,7.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1999,50,Male,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13.0,37.0,37,20000.0,26000.0,59.0
116737,30.0,5.0,Yes,Socialdemokratiet - The Social democrats,1997,50,Female,1977,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,23000.0,,53.0
116771,120.0,7.0,No,,2017,40,Male,2002,Folkeskole 9.-10. klasse,9.0,3.0,3,1100.0,,43.0
116955,90.0,10.0,Yes,,1983,60,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,37,29000.0,,83.0
117030,660.0,9.0,Yes,Liberal Alliance - Liberal Alliance,1991,59,Female,1973,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2.0,32.0,32,27000.0,,63.0
117144,540.0,9.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1994,60,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,45,60000.0,65000.0,62.0
117167,240.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2016,50,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16.0,,,,,36.0
117250,150.0,5.0,Yes,Socialdemokratiet - The Social democrats,2015,30,Female,1995,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,,6,,,48.0
117311,90.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1977,,Female,1954,Folkeskole 6.-8. klasse,0.0,40.0,40,,,47.0
117376,180.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1989,60,Male,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,50,37000.0,,42.0
117383,450.0,8.0,Yes,Alternativet - The Alternative,1989,68,Female,1973,"Forskeruddannelse. Ph.d., doktor",20.0,37.0,40,88000.0,,56.0
117393,90.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1991,60,Female,1975,"Forskeruddannelse. Ph.d., doktor",21.0,37.0,47,70000.0,,50.0
117489,240.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2007,55,Female,1984,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,0,43000.0,,70.0
117497,,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1963,65,Male,1945,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,37,,,49.0
117538,360.0,7.0,Yes,,1986,58,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",29.0,32.0,35,,,82.0
117635,180.0,6.0,Yes,Socialdemokratiet - The Social democrats,1975,65,Male,1954,Folkeskole 6.-8. klasse,7.0,37.0,37,,,53.0
117690,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1990,Never too young,Female,1969,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,37.0,45,35000.0,,48.0
117747,120.0,7.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1953,50,Male,1935,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",9.0,37.0,37,,,48.0
117813,480.0,8.0,Yes,Alternativet - The Alternative,2014,65,Female,1993,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",15.0,15.0,15,12000.0,,65.0
117814,60.0,9.0,Yes,Dansk Folkeparti - Danish People's Party,1984,,Male,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,30.0,30,30000.0,,85.0
117897,300.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1990,60,Female,1972,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16.0,8.0,8,,,47.0
117937,240.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1983,Never too young,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,45,32600.0,,71.0
117958,120.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1990,55,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19.0,35.0,35,27000.0,35000.0,45.0
117967,270.0,7.0,Yes,,1998,,Female,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,19000.0,21000.0,68.0
117989,630.0,10.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2008,60,Female,1988,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,45,1.0,,68.0
118101,360.0,6.0,Yes,Dansk Folkeparti - Danish People's Party,2001,55,Male,1994,Folkeskole 9.-10. klasse,1.0,37.0,37,,,90.0
118128,300.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1993,50,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,39,52000.0,,56.0
118140,840.0,4.0,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",40,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,40.0,45,13500.0,,47.0
118180,600.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1985,50,Male,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,37,35000.0,,56.0
118194,,8.0,Yes,,1987,,Male,1971,Folkeskole 9.-10. klasse,9.0,37.0,40,,,75.0
118204,360.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1978,68,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,37.0,37,40000.0,,85.0
118318,660.0,9.0,Yes,Det Konservative Folkeparti - Conservative People's Party,2001,63,Female,1982,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,45,61800.0,,74.0
118379,,7.0,Yes,Socialdemokratiet - The Social democrats,1967,60,Female,1950,Folkeskole 9.-10. klasse,9.0,28.0,28,33000.0,,49.0
118439,180.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1987,50,Male,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,42.0,,29800.0,,52.0
118484,150.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1979,64,Male,1957,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",38.0,38.0,50,10000.0,,79.0
118835,210.0,6.0,Yes,Dansk Folkeparti - Danish People's Party,2002,18,Male,1984,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14.0,37.0,45,32000.0,,46.0
118859,,6.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1977,60,Male,1957,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,45.0,45,40000.0,42000.0,66.0
119007,120.0,10.0,Yes,,1967,50,Male,1949,Folkeskole 6.-8. klasse,0.0,37.0,38,,,79.0
119020,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1952,Never too young,Male,1938,Folkeskole 9.-10. klasse,10.0,38.0,38,,,73.0
119072,360.0,8.0,Yes,,1995,65,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",3.0,37.0,37,,,60.0
119145,180.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1949,Never too young,Male,1931,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,50.0,50,,,82.0
119148,240.0,5.0,No,,1975,20,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,37.0,37,,,44.0
119312,,2.0,Yes,Dansk Folkeparti - Danish People's Party,1984,Never too young,Male,1966,Folkeskole 9.-10. klasse,13.0,37.0,37,,,130.0
119439,,5.0,No,,1979,Never too young,Female,1963,Folkeskole 9.-10. klasse,30.0,37.0,,,,48.0
119465,960.0,7.0,Yes,Liberal Alliance - Liberal Alliance,2013,30,Male,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,,20,,,65.0
119584,,5.0,Yes,Socialdemokratiet - The Social democrats,1968,,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,40.0,40,,,51.0
119601,150.0,5.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1982,Never too young,Male,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19.0,37.0,39,57500.0,70000.0,47.0
119626,300.0,6.0,Yes,Liberal Alliance - Liberal Alliance,2015,60,Male,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,30500.0,,41.0
119635,,3.0,Yes,,1966,,Female,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,10.0,10,,,64.0
119699,60.0,9.0,Yes,Socialdemokratiet - The Social democrats,1982,,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,30000.0,,57.0
119712,420.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1993,60,Female,1976,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15.0,37.0,37,38000.0,,51.0
119820,,5.0,Yes,Socialdemokratiet - The Social democrats,1939,60,Female,1929,Folkeskole 6.-8. klasse,0.0,,,,,37.0
119826,120.0,7.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1998,59,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,6.0,6,22500.0,24000.0,73.0
120043,10.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1971,,Male,1950,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13.0,37.0,38,,,69.0
120059,600.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1994,60,Male,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,72000.0,,61.0
120116,,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1946,,Female,1929,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3.0,,,,,51.0
120148,180.0,6.0,Yes,Socialdemokratiet - The Social democrats,2008,50,Male,1990,Universitetsbachelor. 1. del af kandidatuddannelse,19.0,37.0,70,21000.0,,63.0
120331,600.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1985,60,Male,1962,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2.0,37.0,45,60000.0,,50.0
120333,300.0,7.0,Yes,Liberal Alliance - Liberal Alliance,1987,50,Female,1969,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14.0,30.0,35,25000.0,,51.0
120409,240.0,9.0,Yes,Socialdemokratiet - The Social democrats,1966,55,Male,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,,,48.0
120411,60.0,8.0,Yes,,1985,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,28000.0,,55.0
120412,60.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1978,65,Female,1958,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,40,36000.0,,62.0
120421,120.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1963,,Male,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,37,,,62.0
120442,120.0,6.0,Yes,Alternativet - The Alternative,1987,50,Female,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,,,,,59.0
120708,240.0,10.0,Yes,Dansk Folkeparti - Danish People's Party,1990,68,Female,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,37.0,37,33000.0,,52.0
120826,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1980,60,Female,1960,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,28.0,31,25000.0,27000.0,63.0
120900,480.0,5.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1973,,Male,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4.0,38.0,50,,,86.0
120902,360.0,3.0,Yes,Liberal Alliance - Liberal Alliance,2012,59,Male,1991,Universitetsbachelor. 1. del af kandidatuddannelse,16.0,25.0,25,,,54.0
120935,360.0,8.0,Yes,Alternativet - The Alternative,2018,45,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14.0,30.0,35,,,44.0
120967,,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1955,60,Female,1933,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",8.0,37.0,40,,,107.0
120972,,8.0,Yes,Dansk Folkeparti - Danish People's Party,1959,59,Female,1944,Folkeskole 6.-8. klasse,7.0,40.0,40,,,53.0
121009,90.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1973,60,Female,1955,Folkeskole 6.-8. klasse,8.0,37.0,40,,,44.0
121022,,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1961,Never too young,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",11.0,37.0,37,,,51.0
121065,,6.0,Yes,Dansk Folkeparti - Danish People's Party,,45,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,21.0,21,,,63.0
121110,,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1970,45,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",5.0,32.0,32,,,71.0
121158,60.0,4.0,Yes,Alternativet - The Alternative,1991,Never too young,Female,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,37.0,37,,,67.0
121173,60.0,7.0,Yes,Liberal Alliance - Liberal Alliance,2016,60,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,30.0,30,15000.0,,39.0
121269,120.0,7.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1974,,Male,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",8.0,37.0,37,,,61.0
121279,720.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2004,50,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,45,36000.0,40000.0,63.0
121287,90.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1993,58,Female,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,48550.0,,58.0
121375,180.0,7.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2008,,Female,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,32.0,32,,,56.0
121384,60.0,7.0,Yes,Socialdemokratiet - The Social democrats,2005,55,Male,1982,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16.0,37.0,37,40000.0,,40.0
121428,130.0,6.0,Yes,Socialdemokratiet - The Social democrats,1982,65,Male,1962,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3.0,37.0,37,27000.0,,65.0
121657,,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1962,,Female,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,,,74.0
121719,210.0,4.0,Yes,Liberal Alliance - Liberal Alliance,2016,45,Male,1994,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,27000.0,40000.0,52.0
121833,150.0,6.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1985,65,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,45,29000.0,35000.0,50.0
121973,480.0,8.0,Yes,Socialdemokratiet - The Social democrats,1984,50,Female,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,37.0,37,30000.0,,46.0
122030,60.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2000,60,Male,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,30000.0,34000.0,54.0
122064,600.0,3.0,Yes,Liberal Alliance - Liberal Alliance,2009,60,Male,1985,Universitetsbachelor. 1. del af kandidatuddannelse,16.0,37.0,40,49000.0,,73.0
122180,60.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1958,55,Male,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,50,,,71.0
122244,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1974,60,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,37,45000.0,,48.0
122274,210.0,6.0,Yes,Liberal Alliance - Liberal Alliance,2013,55,Male,1995,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,42.0,42,27000.0,,46.0
122518,20.0,7.0,Yes,Socialdemokratiet - The Social democrats,1971,,Female,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,44,,,46.0
122593,300.0,6.0,Not eligible to vote,,"Still in parental home, never left 2 months",48,Male,2000,Folkeskole 9.-10. klasse,9.0,4.0,10,,,63.0
122602,345.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1987,60,Male,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,37.0,50,50000.0,,55.0
122666,120.0,4.0,Yes,Dansk Folkeparti - Danish People's Party,1980,59,Female,1962,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,,,51.0
